date[yyyymmddHHMM];wdir;wspd[m/s];clht[km];hzvs[km];tmpd[C];dptp[C];slvp[hPa];press[hPa];prcpPeriod[hours];prcp[mm];sky[octas];skyOpaque[octas]
201602140600;90;1.5;99.999;10;21;17.1;1009.9;9999.9;;;00;99
201602140900;90;1;99.999;10;19.4;18.8;1010.5;9999.9;;;00;99
201602141200;320;2.1;99.999;10;26.2;19.8;1011.2;9999.9;;;02;99
201602141500;140;1;99.999;10;30;19.8;1010.5;9999.9;;;02;99
201602141800;360;3.1;99.999;10;31.7;17.9;1008.5;9999.9;;;00;99
201602142100;360;3.1;99.999;10;30.2;18.2;1007.1;9999.9;;;00;99
201602150000;320;2.6;99.999;10;26.8;19.7;1008.9;9999.9;;;00;99
201602150300;999;0;99.999;10;24.3;17.8;1009.8;9999.9;;;03;99
201602150600;999;0;3;10;22.9;18.5;1009.9;9999.9;;;05;99
201602150900;999;0;99.999;10;22;18.7;1010.5;9999.9;;;01;99
201602151200;90;1;99.999;10;29;22.5;1011.6;9999.9;;;03;99
201602151800;360;3.1;99.999;10;32.5;21.4;1009;9999.9;;;03;99
201602152100;360;1.5;99.999;10;31.5;20.2;1006.8;9999.9;;;01;99
201602160000;50;2.1;99.999;10;28.4;23.2;1007.5;9999.9;;;00;99
201602160300;50;1;99.999;10;27.8;23.3;1007.7;9999.9;;;00;99
201602160600;320;2.1;99.999;10;26.7;21.5;1007;9999.9;;;00;99
201602160900;360;3.6;99.999;10;24;22.2;1006.8;9999.9;;;00;99
201602161200;270;4.1;99.999;10;27.2;21.1;1007.5;9999.9;;;00;99
201602161500;360;2.1;99.999;10;29.9;21.2;1005.7;9999.9;;;00;99
201602161800;270;4.6;99.999;10;32.3;22.8;1003.8;9999.9;;;00;99
201602162100;320;3.6;99.999;10;32.6;22;1001.6;9999.9;;;01;99
201602170000;320;2.6;6;10;31.2;24.1;1001.9;9999.9;;;05;99
201602170300;320;6.2;99.999;10;30;23.7;1001.6;9999.9;;;00;99
201602170600;180;6.2;1.2;8;25.5;18.9;1001.8;9999.9;06;0;08;99
201602170900;999;0;1.2;5;19.7;19.4;1002.9;9999.9;;;08;99
201602171200;180;5.1;3;10;21.7;19.9;998.2;9999.9;06;39;08;99
201602171500;999;0;99.999;10;27.2;21.3;1004.8;9999.9;;;03;99
201602171800;180;1.5;99.999;10;31.2;21.2;1005.8;9999.9;;;03;99
201602172100;270;1;6;10;29.2;21.9;1006.6;9999.9;;;05;99
201602180000;999;0;99.999;10;26.4;21.2;1009.2;9999.9;;;03;99
201602180300;230;1.5;99.999;10;24.2;21.2;1010.9;9999.9;;;02;99
201602180600;230;1;99.999;10;22.1;18.8;1010.7;9999.9;;;00;99
201602180900;999;0;99.999;10;20;17.8;1011.5;9999.9;;;00;99
201602181500;320;1.5;99.999;10;31;18.5;1012.7;9999.9;;;01;99
201602181800;360;2.6;99.999;10;32.3;16.9;1010.5;9999.9;;;00;99
201602182100;270;1;3;10;29.4;20.3;1012.2;9999.9;;;07;99
201602190000;50;2.6;3;10;28.3;22;1009.6;9999.9;06;0.1;07;99
201602190300;90;4.6;3;10;25.9;22.2;1011.3;9999.9;;;07;99
201602190600;50;1.5;3;6;21.8;19.3;1012.6;9999.9;06;20;08;99
201602190900;360;3.6;3;6;22.5;19.1;1009.9;9999.9;;;08;99
201602191200;230;1;0.6;7;21.2;20.1;1013.4;9999.9;06;11;08;99
201602191500;320;3.1;1.35;7;19.8;18.9;1014.3;9999.9;;;08;99
201602191800;999;0;3;10;24.4;20.1;1013.9;9999.9;06;3;08;99
201602192100;230;1.5;6;10;23.4;19.4;1013.1;9999.9;;;07;99
201602200000;90;3.6;99.999;10;21;18.5;1014.6;9999.9;;;02;99
201602200300;90;1.5;99.999;10;19.8;16.5;1016;9999.9;;;00;99
201602200600;140;1;99.999;10;18.2;16.6;1015.2;9999.9;;;00;99
201602200900;999;0;99.999;10;17.6;16.6;1015.5;9999.9;;;03;99
201602201200;360;3.1;0.6;10;22.2;17.7;1016.8;9999.9;24;3;05;99
201602201500;50;2.6;99.999;10;26.2;11.9;1016.8;9999.9;;;00;99
201602201800;360;2.6;99.999;10;27.4;14.8;1015.6;9999.9;;;00;99
201602202100;90;1;99.999;10;26.1;16.5;1013.9;9999.9;;;00;99
201602210000;50;2.1;99.999;10;23.7;18.2;1013.9;9999.9;;;00;99
201602210300;90;0.5;99.999;10;23.6;18.9;1014.5;9999.9;;;00;99
201602210600;50;1.5;99.999;10;22.8;19.4;1013.5;9999.9;;;00;99
201602210900;360;3.6;0.6;10;23.4;21.5;1013.9;9999.9;;;06;99
201602211200;360;3.1;99.999;10;25.2;21;1015.3;9999.9;;;02;99
201602211500;320;3.1;99.999;10;28.7;20.5;1015.4;9999.9;;;00;99
201602211800;50;3.1;99.999;10;30;20.6;1013.4;9999.9;;;00;99
201602212100;50;2.1;99.999;10;29.2;20.2;1012;9999.9;;;00;99
201602220000;50;1.5;99.999;10;26.5;22.4;1012.3;9999.9;;;00;99
201602220300;50;1;99.999;10;25.5;23;1012.7;9999.9;;;00;99
201602220600;360;5.1;99.999;10;25.2;20.8;1012.6;9999.9;;;00;99
201602220900;360;2.6;99.999;10;24;20.7;1013;9999.9;;;01;99
201602221200;360;4.6;99.999;10;25.3;20.6;1013.6;9999.9;;;01;99
201602221500;360;1.5;6;10;28.6;22.2;1012.9;9999.9;;;05;99
201602221800;320;3.1;6;10;29.8;21.9;1011.6;9999.9;;;05;99
201602222100;50;3.1;99.999;10;29.6;20.3;1010.2;9999.9;;;04;99
201602230000;50;2.1;99.999;10;26.2;22.7;1010.5;9999.9;;;04;99
201602230300;50;1;99.999;10;25.2;22.7;1012.3;9999.9;;;00;99
201602230600;999;0;99.999;5;24.2;23.2;1012.1;9999.9;;;00;99
201602230900;320;1;99.999;10;23.7;21.9;1012.8;9999.9;;;00;99
201602231200;360;2.1;99.999;10;28;22.8;1013.8;9999.9;;;00;99
201602231500;50;3.1;99.999;10;30.2;23;1012.6;9999.9;;;04;99
201602231800;360;3.6;99.999;10;31.2;18.4;1011.1;9999.9;;;04;99
201602232100;360;1.5;99.999;10;30.6;18.3;1010.3;9999.9;;;00;99
201602240000;50;2.1;99.999;10;28.3;21;1011.3;9999.9;;;04;99
201602240300;50;1.5;6;10;26.8;21.5;1011;9999.9;;;07;99
201602240600;999;0;6;10;25.4;22.9;1009.3;9999.9;;;06;99
201602240900;320;0.5;99.999;10;22.9;21.9;1008.7;9999.9;;;00;99
201602241200;270;2.1;99.999;10;28.2;20.1;1009.1;9999.9;;;00;99
201602241500;230;3.1;99.999;10;33.2;21.2;1008.1;9999.9;;;02;99
201602241800;320;1.5;99.999;10;34.2;19.2;1005.7;9999.9;;;01;99
201602242100;270;1.5;6;10;32.9;20.7;1004.3;9999.9;;;05;99
201602250000;90;3.1;3;10;25.2;20.4;1007;9999.9;;;08;99
201602250300;140;1;99.999;10;24;19.9;1007.3;9999.9;;;02;99
201602250600;180;5.1;0.45;10;21.4;17.6;1008;9999.9;;;06;99
201602250900;140;4.1;0.6;10;19.6;16.1;1009.5;9999.9;;;06;99
201602251200;140;4.1;99.999;10;21;15.7;1010.6;9999.9;;;03;99
201602251500;90;2.1;99.999;10;25.6;16.1;1010.4;9999.9;;;04;99
201602251800;50;2.6;99.999;10;27.2;16.5;1008.3;9999.9;;;02;99
201602252100;90;2.6;99.999;10;25.2;15.8;1006.8;9999.9;;;04;99
201602260000;360;1;99.999;10;24.2;13.8;1006.3;9999.9;;;00;99
201602260300;50;2.1;6;10;24.3;16.4;1006.2;9999.9;;;07;99
201602260600;360;1.5;1.35;7;20.9;16.7;1005.3;9999.9;06;5;08;99
201602260900;320;1;0.45;10;23.1;18.4;1004.1;9999.9;;;08;99
201602261200;140;3.6;0.45;6;22;18.9;1007;9999.9;06;2;08;99
201602261500;50;1;0.3;10;19.6;18.3;1003.5;9999.9;;;08;99
201602261800;230;1;0.36;10;22.4;19.3;1002.5;9999.9;06;15;08;99
201602262100;230;1;0.6;10;23.6;18.9;1002.5;9999.9;;;07;99
201602270000;230;1.5;99.999;10;21.7;18.7;1005.4;9999.9;;;04;99
201602270300;230;2.6;99.999;10;19.6;12.2;1007;9999.9;;;00;99
201602270600;140;2.6;99.999;10;17;12.7;1008.5;9999.9;;;00;99
201602270900;180;0.5;99.999;10;14.3;12.9;1009.7;9999.9;;;00;99
201602271200;230;1;99.999;10;19.8;13.6;1012.1;9999.9;24;15;00;99
201602271500;230;4.6;99.999;10;25.9;10.1;1012.7;9999.9;;;00;99
201602271800;230;3.1;99.999;10;27.2;9;1011.4;9999.9;;;00;99
201602272100;180;1;99.999;10;25.4;8.6;1010.4;9999.9;;;00;99
201602280000;270;1;99.999;10;20.2;11.4;1011.3;9999.9;;;00;99
201602280300;320;1;99.999;10;20.9;11.7;1012.2;9999.9;;;00;99
201602280600;270;1.5;99.999;10;18.7;14.6;1012.8;9999.9;;;00;99
201602280900;270;2.1;99.999;10;17.7;13.9;1013.6;9999.9;;;00;99
201602281200;270;1.5;99.999;10;22.2;14.1;1015.2;9999.9;;;00;99
201602281500;230;1;99.999;10;29.2;15.8;1016;9999.9;;;00;99
201602281800;230;1;99.999;10;30.2;15.5;1015.3;9999.9;;;03;99
201602282100;230;1.5;99.999;10;29;14.3;1014.8;9999.9;;;03;99
201602290000;999;0;99.999;10;24.3;16.4;1015.7;9999.9;;;00;99
201602290300;999;0;99.999;10;22.4;18;1016.5;9999.9;;;00;99
201602290600;90;1.5;99.999;10;20;16;1016.7;9999.9;;;00;99
201602290900;140;1;99.999;10;18.2;14.8;1017.5;9999.9;;;00;99
201602291200;90;1;99.999;10;24.2;18.2;1018.9;9999.9;;;01;99
201602291500;999;0;99.999;10;28;17.3;1018.3;9999.9;;;02;99
201602291800;50;1.5;99.999;10;27.8;17.5;1016.7;9999.9;;;03;99
201602292100;50;3.6;99.999;10;27.4;17.3;1016.1;9999.9;;;04;99
201603010000;90;4.6;3;10;22.5;18.2;1018.5;9999.9;;;08;99
201603010300;90;4.6;0.6;8;20.8;19.4;1018;9999.9;;;08;99
201603010600;90;1.5;0.6;8;20.2;18.5;1018.9;9999.9;06;3;08;99
201603010900;50;1.5;3;8;20.2;19.6;1018.4;9999.9;;;08;99
201603011200;90;1.5;0.6;10;21.5;19.5;1020;9999.9;06;1;08;99
201603011500;90;3.6;0.75;10;21.8;19;1020.3;9999.9;;;08;99
201603011800;90;6.2;3;10;22.4;16.7;1019.6;9999.9;;;07;99
201603012100;90;5.1;3;10;21.3;13.2;1020.8;9999.9;;;07;99
201603020000;90;3.6;3;10;19.7;12.1;1021.5;9999.9;;;06;99
201603020300;90;7.7;99.999;10;20.2;12.1;1021.1;9999.9;;;01;99
201603020600;90;1.5;99.999;10;18.8;12.8;1021.4;9999.9;;;07;99
201603020900;50;5.1;3;10;19.6;12.2;1021.1;9999.9;;;06;99
201603021200;90;1;0.6;10;19.2;14.8;1021.1;9999.9;;;07;99
201603021500;90;3.6;3;10;21.8;15.7;1020.8;9999.9;;;08;99
201603021800;50;3.1;0.6;10;22.2;15.2;1019.2;9999.9;;;07;99
201603022100;50;6.2;3;10;22;15;1018.2;9999.9;;;05;99
201603030000;50;3.6;3;10;20.4;15.9;1018.4;9999.9;;;06;99
201603030300;50;1;3;10;21.1;17.2;1018;9999.9;;;06;99
201603030600;50;1;99.999;10;20.6;16.2;1016.7;9999.9;;;03;99
201603030900;90;1.5;3;10;19.9;17;1016.9;9999.9;;;06;99
201603031200;360;2.6;0.6;10;20.6;17.4;1018.5;9999.9;;;07;99
201603031500;360;1.5;99.999;10;24.2;17.9;1017.9;9999.9;;;02;99
201603031800;50;2.6;99.999;10;25.8;17.1;1015.8;9999.9;;;01;99
201603032100;50;3.1;99.999;10;24.4;17.4;1014.2;9999.9;;;00;99
201603040000;50;2.6;99.999;10;22.2;17.9;1014.6;9999.9;;;00;99
201603040300;50;1;99.999;10;22.3;16.1;1015;9999.9;;;00;99
201603040600;360;1;99.999;10;20.8;16.7;1013.8;9999.9;;;00;99
201603040900;360;2.6;99.999;10;20.1;17.4;1013.4;9999.9;;;00;99
201603041200;320;2.1;6;10;21.7;17.2;1014.5;9999.9;;;08;99
201603041500;320;3.1;6;10;25.8;17.6;1013.5;9999.9;;;07;99
201603041800;320;2.1;1.05;10;25.6;18.6;1011.9;9999.9;;;07;99
201603042100;230;1.5;3;9;21.8;20;1012;9999.9;;;08;99
201603050000;180;1.5;3;10;19.8;18.9;1012.6;9999.9;06;3;08;99
201603050300;999;0;3;10;18.8;17.5;1013.4;9999.9;;;08;99
201603050600;180;2.6;6;10;18.8;17;1012.9;9999.9;;;07;99
201603050900;180;2.6;0.45;10;17.6;16.6;1013.5;9999.9;;;06;99
201603051200;180;3.6;6;10;19.8;16.2;1015.3;9999.9;24;3;06;99
201603051500;140;4.1;0.6;10;23.2;15.3;1015.6;9999.9;;;05;99
201603051800;230;2.1;0.6;10;25;13.1;1013.9;9999.9;;;05;99
201603052100;180;2.1;99.999;10;23;12.6;1013;9999.9;;;02;99
201603060000;140;2.1;99.999;10;19.8;9.1;1014.5;9999.9;;;01;99
201603060300;140;2.1;99.999;10;17.3;10;1014.9;9999.9;;;00;99
201603060600;180;1;99.999;10;14.6;10.7;1014.6;9999.9;;;00;99
201603060900;180;0.5;99.999;10;12.7;10.8;1014.7;9999.9;;;00;99
201603061200;180;1;99.999;10;16.4;10.9;1016.5;9999.9;;;00;99
201603061500;140;1.5;99.999;10;20.9;10.1;1016.7;9999.9;;;01;99
201603061800;230;1.5;99.999;10;23.5;10.9;1015.4;9999.9;;;00;99
201603062100;180;1.5;99.999;10;22;10.9;1014.7;9999.9;;;00;99
201603070000;180;0.5;99.999;10;18.2;11.1;1016.1;9999.9;;;00;99
201603070300;999;0;99.999;10;15.6;12;1016.9;9999.9;;;00;99
201603070600;90;1;99.999;10;14.3;12.1;1016.3;9999.9;;;00;99
201603070900;140;1;99.999;10;13.8;12.7;1017;9999.9;;;00;99
201603071200;90;0.5;99.999;10;20.2;13.9;1018.8;9999.9;;;00;99
201603071500;320;2.1;99.999;10;23.6;13;1019;9999.9;;;04;99
201603071800;999;0;6;10;23.8;13;1017.6;9999.9;;;08;99
201603072100;50;2.1;99.999;10;22.8;12.4;1016.4;9999.9;;;03;99
201603080000;360;2.6;99.999;10;21;13.8;1017.1;9999.9;;;00;99
201603080300;999;0;99.999;10;18.2;15.5;1017.6;9999.9;;;00;99
201603080600;999;0;99.999;10;16.4;15.7;1016.5;9999.9;;;00;99
201603080900;999;0;99.999;10;15.6;15.3;1015.6;9999.9;;;00;99
201603081200;360;1.5;6;10;20.8;16.6;1016.2;9999.9;;;06;99
201603081500;320;1;99.999;10;24.6;14.5;1015.5;9999.9;;;05;99
201603081800;320;1.5;99.999;10;26;14.8;1013.4;9999.9;;;04;99
201603082100;360;1.5;99.999;10;25.6;16.1;1012.4;9999.9;;;02;99
201603090000;270;3.6;3;10;24.3;16.2;1013.8;9999.9;;;06;99
201603090300;999;0;3;10;22.4;15.1;1014.2;9999.9;;;07;99
201603090600;140;0.5;3;10;20.9;17.2;1013;9999.9;;;08;99
201603090900;140;1;3;10;21.1;17.6;1014.3;9999.9;;;08;99
201603091200;140;1;3;10;22.1;16.2;1015.6;9999.9;;;07;99
201603091500;180;2.1;3;10;24.1;16.9;1016.1;9999.9;;;08;99
201603091800;140;6.2;3;10;22.4;17.6;1016.7;9999.9;;;08;99
201603092100;140;8.2;3;10;18.6;13.6;1018;9999.9;;;06;99
201603100000;140;4.1;3;10;18.1;12.2;1019.9;9999.9;;;08;99
201603100300;140;4.1;99.999;10;16.2;12;1019.9;9999.9;;;04;99
201603100600;140;3.6;0.45;10;15.2;12.5;1020.3;9999.9;;;08;99
201603100900;140;2.1;3;10;15.2;10.1;1020.1;9999.9;;;08;99
201603101200;140;3.6;3;10;17;10.5;1021.2;9999.9;;;05;99
201603101500;140;1.5;6;10;21.3;12;1021;9999.9;;;06;99
201603101800;140;3.1;3;9;18;15.3;1019.4;9999.9;06;0;08;99
201603102100;180;2.6;0.45;8;17.9;16.1;1018.5;9999.9;;;08;99
201603110000;90;0.5;6;10;18.7;13.9;1018.9;9999.9;06;0.2;05;99
201603110300;90;1.5;99.999;10;17.2;14.3;1019;9999.9;;;04;99
201603110600;90;1.5;99.999;10;15.9;13.2;1016.8;9999.9;;;00;99
201603110900;90;1;99.999;10;14.9;12.6;1016.7;9999.9;;;03;99
201603111200;140;1.5;3;10;16.2;13.9;1018.5;9999.9;24;0.2;06;99
201603111500;90;1.5;3;10;22.5;15.8;1018.2;9999.9;;;08;99
201603111800;140;2.1;1.05;10;23.2;13.3;1017;9999.9;;;06;99
201603112100;90;4.6;3;10;23.6;12.4;1016.7;9999.9;;;05;99
201603120000;999;0;99.999;10;19.8;15.8;1018.5;9999.9;;;03;99
201603120300;999;0;99.999;10;16.4;15.4;1019.1;9999.9;;;00;99
201603120600;999;0;99.999;10;15.2;14.9;1019.5;9999.9;;;00;99
201603120900;999;0;99.999;10;14.8;14.6;1020.3;9999.9;;;00;99
201603121200;90;1.5;99.999;10;18;14.2;1022.5;9999.9;;;00;99
201603121500;50;1;0.6;10;21.2;14.1;1023.2;9999.9;;;05;99
201603121800;360;1.5;0.6;10;21.4;15.2;1022.7;9999.9;;;07;99
201603122100;50;2.1;99.999;10;20.6;14.9;1022.2;9999.9;;;02;99
201603130000;90;2.1;99.999;10;18.2;12.7;1023.5;9999.9;;;00;99
201603130300;90;2.1;99.999;10;17.7;12;1023.9;9999.9;;;00;99
201603130600;50;1;99.999;10;16.8;11.7;1023.7;9999.9;;;00;99
201603130900;360;1.5;99.999;10;16.5;12.2;1023.4;9999.9;;;00;99
201603131200;360;2.6;99.999;10;18.8;14.4;1024.5;9999.9;;;00;99
201603131500;360;3.1;99.999;10;22.3;14.4;1024;9999.9;;;00;99
201603131800;360;2.6;99.999;10;23.5;11.6;1022;9999.9;;;00;99
201603132100;360;2.6;99.999;10;23.1;11.7;1020.9;9999.9;;;00;99
201603140000;360;1;99.999;10;19.2;14.4;1021.4;9999.9;;;00;99
201603140300;999;0;99.999;10;17;15.1;1021.8;9999.9;;;00;99
201603140600;999;0;99.999;10;15.8;15.5;1020.8;9999.9;;;00;99
201603140900;999;0;99.999;10;15.4;15.2;1020.4;9999.9;;;00;99
201603141200;360;3.1;99.999;10;21;16.1;1021.5;9999.9;;;00;99
201603141500;320;2.1;99.999;10;25;13.1;1021.6;9999.9;;;00;99
201603141800;360;2.6;99.999;10;26.5;14.5;1019.4;9999.9;;;00;99
201603142100;360;1;99.999;10;25.7;13.8;1018.2;9999.9;;;00;99
201603150000;50;1;99.999;10;22.3;17;1018.3;9999.9;;;02;99
201603150300;50;1;6;10;20.1;18.2;1018.5;9999.9;;;05;99
201603150600;90;0.5;99.999;10;18.3;17.5;1017.9;9999.9;;;00;99
201603150900;360;1.5;99.999;10;20.6;18.5;1018.1;9999.9;;;02;99
201603151200;360;4.1;99.999;10;22.6;19.2;1019.2;9999.9;;;05;99
201603151500;360;4.1;3;10;26.2;20.1;1018.7;9999.9;;;06;99
201603151800;360;1;99.999;10;30.4;21.1;1017.2;9999.9;;;05;99
201603152100;360;1.5;99.999;10;28.7;18.6;1016.5;9999.9;;;01;99
201603160000;50;1.5;99.999;10;25;21.1;1017.7;9999.9;;;02;99
201603160300;50;0.5;99.999;10;24.4;18.8;1018.3;9999.9;;;00;99
201603160600;50;0.5;99.999;10;22;19.7;1018.1;9999.9;;;04;99
201603160900;360;1.5;99.999;10;22.9;19.2;1018.5;9999.9;;;03;99
201603161200;360;2.1;99.999;10;24.2;19.6;1019.4;9999.9;;;02;99
201603161500;320;3.1;99.999;10;28.4;20.6;1018.8;9999.9;;;01;99
201603161800;360;3.1;99.999;10;31.4;20.9;1016.8;9999.9;;;01;99
201603162100;360;1.5;99.999;10;30.4;19.6;1015.4;9999.9;;;00;99
201603170000;50;1;99.999;10;27;20.7;1016;9999.9;;;00;99
201603170300;360;1;99.999;10;25.9;20.8;1016.2;9999.9;;;00;99
201603170600;360;5.1;99.999;10;24.6;18.5;1015.1;9999.9;;;00;99
201603170900;360;5.1;99.999;10;23.3;18.8;1013.9;9999.9;;;00;99
201603171200;320;3.1;99.999;10;25.2;19.4;1014.1;9999.9;;;03;99
201603171500;360;3.6;6;10;30.3;20.8;1013.7;9999.9;;;07;99
201603171800;360;2.6;6;10;32.6;20.5;1010.8;9999.9;;;07;99
201603172100;360;1.5;6;10;30.9;20.7;1008.4;9999.9;;;08;99
201603180000;360;1.5;99.999;10;29.3;19.6;1008;9999.9;;;04;99
201603180300;320;4.1;6;10;27.5;20.4;1006.2;9999.9;;;06;99
201603180600;360;1;6;10;25.7;21.1;1005.7;9999.9;;;08;99
201603180900;90;3.1;1.35;5;19.5;18.5;1009.4;9999.9;;;08;99
201603181200;999;0;0.45;9;20;19.7;1012.3;9999.9;06;28;08;99
201603181500;140;2.1;3;10;21.6;20.7;1012.8;9999.9;;;08;99
201603181800;180;2.1;3;10;23.6;20.3;1016.3;9999.9;06;0.9;08;99
201603182100;140;3.1;3;10;21.4;13.1;1017.5;9999.9;;;08;99
201603190000;140;4.1;6;10;20;13;1020.5;9999.9;;;07;99
201603190300;90;7.7;99.999;10;17.2;10.5;1022.6;9999.9;;;02;99
201603190600;140;5.7;99.999;10;14.4;6.6;1023.8;9999.9;;;00;99
201603190900;140;1;99.999;10;12.8;6.1;1023.7;9999.9;;;00;99
201603191200;90;0.5;99.999;10;15.4;7.9;1025.2;9999.9;24;0.9;01;99
201603191500;90;2.6;99.999;10;19.9;9.7;1024.7;9999.9;;;05;99
201603191800;90;5.1;3;10;20.8;11.3;1022.9;9999.9;;;06;99
201603192100;90;4.1;3;10;18.8;11;1023.4;9999.9;;;08;99
201603200000;90;2.1;3;10;18.4;10.9;1023;9999.9;;;08;99
201603200300;360;2.6;0.75;10;17.8;9.3;1023.9;9999.9;;;08;99
201603200600;360;3.6;0.54;10;17.7;11.1;1023.4;9999.9;;;06;99
201603200900;360;1.5;0.75;10;16.7;10.4;1023.4;9999.9;;;06;99
201603201200;90;1;0.9;10;16.8;11.3;1024.1;9999.9;;;07;99
201603201500;90;3.1;6;10;20.2;12.1;1023.6;9999.9;;;05;99
201603201800;50;1.5;3;10;20.5;12.2;1022.1;9999.9;;;07;99
201603202100;50;4.1;3;10;19.2;12.7;1021.2;9999.9;;;07;99
201603210000;90;1.5;1.2;5;17;14.6;1021.9;9999.9;06;0.2;08;99
201603210300;999;0;3;10;17.6;15.2;1021.5;9999.9;;;08;99
201603210600;999;0;1.2;5;15.8;15.3;1020.7;9999.9;06;2;08;99
201603210900;90;1;0.45;10;16.6;16.3;1019.2;9999.9;;;08;99
201603211200;50;3.1;0.45;6;17.2;16.9;1019.4;9999.9;06;9;08;99
201603211500;50;3.1;0.45;10;19.6;15.6;1018.2;9999.9;;;08;99
201603211800;50;2.1;3;10;20.8;15.5;1016.8;9999.9;06;2;08;99
201603212100;50;3.1;3;10;21.2;15.2;1016.1;9999.9;;;07;99
201603220000;90;3.1;99.999;10;19.2;15;1016.4;9999.9;;;03;99
201603220300;50;1;99.999;10;16.9;15.9;1016.3;9999.9;;;00;99
201603220600;50;1;99.999;10;15.7;15;1016.7;9999.9;;;00;99
201603220900;999;0;99.999;10;14.5;14.1;1016.8;9999.9;;;00;99
201603221200;999;0;99.999;9;19.8;16.7;1018.7;9999.9;;;00;99
201603221500;180;1.5;99.999;10;24.4;15.6;1018.6;9999.9;;;04;99
201603221800;360;4.1;99.999;10;24.4;15.4;1017.3;9999.9;;;02;99
201603222100;50;1.5;99.999;10;22.5;14.1;1016.5;9999.9;;;00;99
201603230900;320;1;99.999;10;16.9;15.4;1016.3;9999.9;;;01;99
201603231500;270;1.5;99.999;10;24.8;16.4;1016.3;9999.9;;;04;99
201603231800;320;3.1;99.999;10;26.4;16.5;1013.8;9999.9;;;01;99
201603232100;360;3.1;99.999;10;24.4;14.6;1012.8;9999.9;;;00;99
201603240000;270;1.5;99.999;10;21.5;15.7;1013.7;9999.9;;;00;99
201603240300;360;1;99.999;10;17.6;15.6;1014.7;9999.9;;;00;99
201603240600;999;0;99.999;10;17.2;17;1015.4;9999.9;;;00;99
201603240900;999;0;99.999;10;15.8;15.5;1016.3;9999.9;;;00;99
201603241200;140;2.1;99.999;10;21;18.1;1018;9999.9;;;00;99
201603241500;140;3.1;99.999;10;26.4;15.7;1019.3;9999.9;;;02;99
201603241800;140;1;0.6;10;26.4;16.3;1019.5;9999.9;;;06;99
201603242100;90;3.1;0.6;10;21.6;13;1021.5;9999.9;;;06;99
201603250000;140;6.2;99.999;10;17.8;9.3;1023.5;9999.9;;;03;99
201603250300;140;3.6;99.999;10;15.3;8.7;1024.6;9999.9;;;00;99
201603250600;90;2.1;6;10;14.7;9.3;1024.5;9999.9;;;06;99
201603250900;140;3.1;6;10;15.2;8.6;1024.2;9999.9;;;08;99
201603251200;90;1.5;0.45;10;16.1;12.5;1025;9999.9;;;08;99
201603251500;140;5.1;3;10;18;15.3;1024.8;9999.9;;;08;99
201603251800;90;1;0.45;10;20.3;15.1;1023.8;9999.9;;;08;99
201603252100;90;5.1;6;10;20;14.6;1023.8;9999.9;;;07;99
201603260000;90;2.6;3;10;18.5;14;1024.5;9999.9;;;07;99
201603260300;90;3.1;3;10;17.6;14.5;1024.3;9999.9;;;06;99
201603260600;140;3.1;6;10;16.9;14.5;1023.3;9999.9;;;08;99
201603260900;140;2.1;6;10;16.6;14;1022.6;9999.9;;;08;99
201603261200;140;1;3;10;17.8;14.5;1022.8;9999.9;;;08;99
201603261500;90;4.6;0.75;10;21.1;16;1022.4;9999.9;;;08;99
201603261800;90;2.6;2.7;9;20.1;16.7;1020.8;9999.9;06;2;08;99
201603262100;90;3.1;3;10;20.8;16.6;1020;9999.9;;;08;99
201603270000;90;2.6;3;10;19.3;17;1019.6;9999.9;06;0.3;08;99
201603270300;140;1.5;0.45;10;18.7;17.1;1019.4;9999.9;;;08;99
201603270600;90;1.5;0.36;8;18;17.3;1018.5;9999.9;06;2;08;99
201603270900;90;1.5;0.45;10;17.7;17;1017.5;9999.9;;;08;99
201603271200;140;1;0.45;10;18.6;17.3;1017.4;9999.9;24;4;07;99
201603271500;140;3.6;99.999;10;22.6;16.4;1016.9;9999.9;;;05;99
201603271800;90;4.6;99.999;10;25.1;17.3;1014.6;9999.9;;;04;99
201603272100;140;3.1;99.999;10;23.7;15.7;1014;9999.9;;;02;99
201603280000;180;1.5;99.999;10;21.5;16.5;1015.3;9999.9;;;03;99
201603280300;180;3.6;99.999;10;19.4;16.4;1015.5;9999.9;;;00;99
201603280600;140;3.1;0.45;10;17.8;16.8;1014.8;9999.9;;;08;99
201603280900;230;3.6;0.45;10;17;16.7;1014.7;9999.9;;;08;99
201603281200;230;1.5;3;10;18;16.7;1016.2;9999.9;;;08;99
201603281500;180;1.5;99.999;10;24.8;17.5;1016.6;9999.9;;;00;99
201603281800;180;2.1;99.999;10;28.1;14.9;1014.8;9999.9;;;00;99
201603282100;180;1.5;99.999;10;25.4;13.7;1014.4;9999.9;;;00;99
201603290000;180;0.5;99.999;10;20;14.4;1015.8;9999.9;;;00;99
201603290300;999;0;99.999;10;17.4;14.8;1016.1;9999.9;;;00;99
201603290600;270;0.5;99.999;10;15.9;14.7;1016.2;9999.9;;;00;99
201603290900;999;0;99.999;10;15.2;14.2;1017.4;9999.9;;;00;99
201603291200;140;0.5;99.999;10;21.9;16.5;1019.3;9999.9;;;00;99
201603291500;999;0;99.999;10;28;17;1018.9;9999.9;;;00;99
201603291800;180;1;99.999;10;29.1;16.8;1017.2;9999.9;;;00;99
